Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason,Signup_Cohort
CUST01278,2024-03-29,Basic,299,South,Organic,Churned,3,2024-06-27,Poor support experience,2024-03
CUST01279,2023-04-03,Basic,299,West,Organic,Churned,19,2024-10-24,Price too high,2023-04
CUST01280,2024-08-08,Basic,299,West,Organic,Active,4,,,2024-08
CUST01281,2024-03-23,Standard,599,North,Paid Ads,Active,9,,,2024-03
CUST01282,2023-04-14,Basic,299,South,Organic,Churned,15,2024-07-07,Not using enough,2023-04
CUST01283,2024-03-09,Premium,999,South,Paid Ads,Churned,3,2024-06-07,Poor support experience,2024-03
CUST01284,2024-04-30,Basic,299,South,Social Media,Active,8,,,2024-04
CUST01285,2023-10-15,Basic,299,West,Paid Ads,Churned,3,2024-01-13,Found alternative,2023-10
CUST01286,2024-07-21,Basic,299,South,Organic,Churned,2,2024-09-19,Price too high,2024-07
CUST01287,2024-09-12,Premium,999,South,Paid Ads,Churned,3,2024-12-11,Price too high,2024-09
CUST01288,2024-01-30,Premium,999,West,Social Media,Active,11,,,2024-01
CUST01289,2023-11-18,Basic,299,East,Organic,Churned,11,2024-10-13,Price too high,2023-11
CUST01290,2023-05-09,Basic,299,North,Organic,Active,20,,,2023-05
CUST01291,2023-11-11,Standard,599,North,Social Media,Active,13,,,2023-11
CUST01292,2024-03-29,Basic,299,North,Paid Ads,Churned,9,2024-12-24,Not using enough,2024-03
CUST01293,2024-02-29,Standard,599,West,Paid Ads,Active,10,,,2024-02
CUST01294,2023-10-13,Premium,999,West,Referral,Active,14,,,2023-10
CUST01295,2023-12-17,Standard,599,North,Paid Ads,Active,12,,,2023-12
CUST01296,2023-07-31,Standard,599,West,Organic,Active,17,,,2023-07
CUST01297,2023-03-08,Standard,599,West,Organic,Active,22,,,2023-03
CUST01298,2024-10-14,Standard,599,North,Paid Ads,Active,2,,,2024-10
CUST01299,2024-04-24,Basic,299,West,Social Media,Churned,5,2024-09-21,Price too high,2024-04
CUST01300,2024-02-23,Basic,299,West,Organic,Churned,5,2024-07-22,Price too high,2024-02
CUST01301,2023-11-04,Basic,299,North,Organic,Churned,7,2024-06-01,Poor support experience,2023-11
CUST01302,2023-10-22,Standard,599,West,Organic,Active,14,,,2023-10
CUST01303,2024-05-26,Premium,999,South,Paid Ads,Active,7,,,2024-05
CUST01304,2024-01-05,Standard,599,North,Organic,Churned,5,2024-06-03,Price too high,2024-01
CUST01305,2023-08-25,Standard,599,East,Paid Ads,Active,16,,,2023-08
CUST01306,2024-05-26,Standard,599,South,Paid Ads,Active,7,,,2024-05
CUST01307,2023-03-26,Basic,299,West,Organic,Churned,5,2023-08-23,Found alternative,2023-03
CUST01308,2023-04-14,Standard,599,South,Paid Ads,Active,20,,,2023-04
CUST01309,2024-05-22,Basic,299,West,Organic,Active,7,,,2024-05
CUST01310,2023-05-20,Standard,599,North,Paid Ads,Churned,13,2024-06-13,Price too high,2023-05
CUST01311,2023-11-26,Standard,599,North,Paid Ads,Active,13,,,2023-11
CUST01312,2024-04-20,Basic,299,North,Paid Ads,Active,8,,,2024-04
CUST01313,2024-10-23,Standard,599,North,Social Media,Active,2,,,2024-10
CUST01314,2024-08-17,Standard,599,North,Referral,Active,4,,,2024-08
CUST01315,2023-11-19,Premium,999,West,Organic,Active,13,,,2023-11
CUST01316,2023-06-08,Premium,999,South,Organic,Active,19,,,2023-06
CUST01317,2024-04-24,Standard,599,South,Organic,Churned,2,2024-06-23,Found alternative,2024-04
CUST01318,2024-01-13,Basic,299,West,Social Media,Churned,10,2024-11-08,Poor support experience,2024-01
CUST01319,2023-01-29,Basic,299,West,Social Media,Churned,15,2024-04-23,Poor support experience,2023-01
CUST01320,2024-04-15,Standard,599,South,Paid Ads,Active,8,,,2024-04
CUST01321,2023-10-03,Standard,599,South,Paid Ads,Churned,8,2024-05-30,Found alternative,2023-10
CUST01322,2023-10-06,Standard,599,West,Referral,Active,15,,,2023-10
CUST01323,2024-01-03,Basic,299,South,Referral,Active,12,,,2024-01
CUST01324,2024-04-24,Premium,999,North,Paid Ads,Churned,5,2024-09-21,Not using enough,2024-04
CUST01325,2023-09-25,Standard,599,South,Paid Ads,Active,15,,,2023-09
CUST01326,2023-04-07,Basic,299,East,Social Media,Churned,3,2023-07-06,Found alternative,2023-04
CUST01327,2024-08-21,Basic,299,South,Paid Ads,Active,4,,,2024-08
CUST01328,2024-08-29,Standard,599,West,Referral,Active,4,,,2024-08
CUST01329,2023-02-26,Premium,999,South,Social Media,Active,22,,,2023-02
CUST01330,2024-07-20,Standard,599,South,Referral,Active,5,,,2024-07
CUST01331,2024-03-31,Basic,299,West,Referral,Active,9,,,2024-03
CUST01332,2024-06-16,Premium,999,South,Referral,Active,6,,,2024-06
CUST01333,2023-09-07,Standard,599,West,Social Media,Active,16,,,2023-09
CUST01334,2024-08-18,Basic,299,North,Organic,Active,4,,,2024-08
CUST01335,2023-01-17,Standard,599,South,Organic,Churned,4,2023-05-17,Price too high,2023-01
CUST01336,2023-07-22,Standard,599,South,Paid Ads,Churned,5,2023-12-19,Technical issues,2023-07
CUST01337,2023-07-03,Basic,299,North,Organic,Active,18,,,2023-07
CUST01338,2023-07-10,Basic,299,North,Organic,Churned,3,2023-10-08,Not using enough,2023-07
CUST01339,2024-06-04,Basic,299,East,Organic,Active,7,,,2024-06
CUST01340,2024-02-26,Standard,599,West,Referral,Active,10,,,2024-02
CUST01341,2023-01-20,Basic,299,North,Paid Ads,Churned,2,2023-03-21,Poor support experience,2023-01
CUST01342,2024-09-13,Standard,599,South,Referral,Active,3,,,2024-09
CUST01343,2024-04-18,Basic,299,South,Organic,Churned,2,2024-06-17,Not using enough,2024-04
CUST01344,2024-11-27,Basic,299,West,Organic,Active,1,,,2024-11
CUST01345,2023-06-20,Basic,299,South,Organic,Churned,5,2023-11-17,Price too high,2023-06
CUST01346,2024-10-24,Basic,299,West,Social Media,Active,2,,,2024-10
CUST01347,2024-05-05,Premium,999,North,Paid Ads,Active,8,,,2024-05
CUST01348,2024-09-08,Basic,299,North,Social Media,Active,3,,,2024-09
CUST01349,2023-01-11,Basic,299,West,Paid Ads,Churned,13,2024-02-05,Found alternative,2023-01
CUST01350,2024-05-12,Premium,999,North,Paid Ads,Churned,3,2024-08-10,Missing features,2024-05
CUST01351,2024-03-08,Basic,299,South,Organic,Active,9,,,2024-03
CUST01352,2023-02-07,Basic,299,West,Paid Ads,Churned,4,2023-06-07,Found alternative,2023-02
CUST01353,2023-05-27,Standard,599,South,Social Media,Active,19,,,2023-05
CUST01354,2024-01-25,Basic,299,South,Paid Ads,Active,11,,,2024-01
CUST01355,2023-11-14,Standard,599,East,Organic,Active,13,,,2023-11
CUST01356,2024-03-07,Basic,299,East,Social Media,Active,9,,,2024-03
CUST01357,2024-02-17,Basic,299,West,Social Media,Churned,1,2024-03-18,Missing features,2024-02
CUST01358,2024-04-29,Standard,599,South,Organic,Active,8,,,2024-04
CUST01359,2023-03-07,Basic,299,South,Social Media,Active,22,,,2023-03
CUST01360,2023-03-19,Standard,599,North,Organic,Churned,19,2024-10-09,Found alternative,2023-03
CUST01361,2024-01-11,Basic,299,North,Referral,Active,11,,,2024-01
CUST01362,2024-02-06,Premium,999,North,Social Media,Active,10,,,2024-02
CUST01363,2024-07-16,Premium,999,South,Organic,Active,5,,,2024-07
CUST01364,2023-04-10,Basic,299,South,Organic,Churned,2,2023-06-09,Not using enough,2023-04
CUST01365,2024-08-17,Premium,999,North,Organic,Active,4,,,2024-08
CUST01366,2024-09-04,Premium,999,South,Organic,Active,3,,,2024-09
CUST01367,2023-02-20,Basic,299,South,Organic,Churned,6,2023-08-19,Price too high,2023-02
CUST01368,2023-12-30,Basic,299,South,Social Media,Churned,6,2024-06-27,Found alternative,2023-12
CUST01369,2024-03-11,Basic,299,North,Social Media,Active,9,,,2024-03
CUST01370,2024-01-13,Basic,299,West,Social Media,Active,11,,,2024-01
CUST01371,2024-04-30,Standard,599,East,Organic,Churned,3,2024-07-29,Found alternative,2024-04
CUST01372,2024-04-20,Standard,599,North,Organic,Active,8,,,2024-04
CUST01373,2024-03-10,Standard,599,South,Organic,Active,9,,,2024-03
CUST01374,2023-06-03,Premium,999,West,Organic,Active,19,,,2023-06
CUST01375,2023-01-22,Basic,299,East,Paid Ads,Churned,3,2023-04-22,Poor support experience,2023-01
CUST01376,2024-01-13,Basic,299,West,Organic,Active,11,,,2024-01
CUST01377,2024-09-15,Standard,599,West,Social Media,Active,3,,,2024-09
CUST01378,2023-01-22,Basic,299,South,Referral,Churned,19,2024-08-14,Poor support experience,2023-01
CUST01379,2023-05-13,Basic,299,South,Organic,Churned,6,2023-11-09,Found alternative,2023-05
CUST01380,2024-09-07,Premium,999,South,Referral,Active,3,,,2024-09
CUST01381,2024-11-10,Standard,599,North,Paid Ads,Active,1,,,2024-11
CUST01382,2023-04-29,Basic,299,East,Paid Ads,Churned,5,2023-09-26,Missing features,2023-04
CUST01383,2023-06-08,Standard,599,North,Social Media,Churned,2,2023-08-07,Missing features,2023-06
CUST01384,2024-06-17,Basic,299,East,Organic,Active,6,,,2024-06
CUST01385,2023-06-03,Basic,299,West,Organic,Active,19,,,2023-06
CUST01386,2023-08-25,Premium,999,South,Referral,Active,16,,,2023-08
CUST01387,2023-10-09,Standard,599,West,Organic,Active,14,,,2023-10
CUST01388,2023-02-22,Basic,299,North,Paid Ads,Active,22,,,2023-02
CUST01389,2024-01-27,Premium,999,South,Organic,Active,11,,,2024-01
CUST01390,2024-01-17,Basic,299,West,Organic,Active,11,,,2024-01
CUST01391,2024-05-01,Basic,299,North,Paid Ads,Active,8,,,2024-05
CUST01392,2023-11-25,Premium,999,South,Paid Ads,Churned,7,2024-06-22,Poor support experience,2023-11
CUST01393,2024-02-25,Basic,299,North,Paid Ads,Active,10,,,2024-02
CUST01394,2023-09-26,Standard,599,North,Paid Ads,Churned,14,2024-11-19,Missing features,2023-09
CUST01395,2023-11-18,Standard,599,West,Organic,Active,13,,,2023-11
CUST01396,2024-10-05,Basic,299,West,Organic,Active,2,,,2024-10
CUST01397,2023-12-05,Basic,299,East,Organic,Active,13,,,2023-12
CUST01398,2023-01-19,Premium,999,South,Organic,Active,23,,,2023-01
CUST01399,2023-12-11,Standard,599,North,Paid Ads,Active,12,,,2023-12
CUST01400,2024-07-05,Basic,299,South,Social Media,Churned,2,2024-09-03,Found alternative,2024-07
CUST01401,2023-10-30,Standard,599,North,Organic,Active,14,,,2023-10
CUST01402,2024-11-13,Standard,599,North,Paid Ads,Active,1,,,2024-11
CUST01403,2024-02-11,Premium,999,South,Social Media,Active,10,,,2024-02
CUST01404,2024-05-29,Standard,599,East,Social Media,Churned,2,2024-07-28,Missing features,2024-05
CUST01405,2023-10-06,Standard,599,North,Paid Ads,Active,15,,,2023-10
CUST01406,2023-11-12,Basic,299,North,Referral,Churned,2,2024-01-11,Not using enough,2023-11
CUST01407,2024-05-18,Basic,299,North,Organic,Active,7,,,2024-05
CUST01408,2023-08-17,Basic,299,West,Organic,Churned,2,2023-10-16,Missing features,2023-08
CUST01409,2024-02-13,Standard,599,North,Referral,Churned,9,2024-11-09,Poor support experience,2024-02
CUST01410,2024-04-09,Standard,599,South,Organic,Churned,2,2024-06-08,Not using enough,2024-04
CUST01411,2023-08-19,Premium,999,North,Referral,Active,16,,,2023-08
CUST01412,2024-11-20,Standard,599,North,Paid Ads,Active,1,,,2024-11
CUST01413,2023-06-11,Basic,299,East,Referral,Churned,8,2024-02-06,Found alternative,2023-06
CUST01414,2024-09-22,Premium,999,South,Organic,Churned,3,2024-12-21,Technical issues,2024-09
CUST01415,2023-02-12,Basic,299,West,Paid Ads,Churned,5,2023-07-12,Price too high,2023-02
CUST01416,2024-08-16,Basic,299,South,Paid Ads,Active,4,,,2024-08
CUST01417,2023-05-16,Basic,299,South,Paid Ads,Churned,1,2023-06-15,Price too high,2023-05
CUST01418,2024-07-02,Premium,999,North,Social Media,Active,6,,,2024-07
CUST01419,2023-12-16,Premium,999,South,Paid Ads,Active,12,,,2023-12
CUST01420,2024-05-13,Basic,299,West,Paid Ads,Churned,1,2024-06-12,Not using enough,2024-05
CUST01421,2024-06-07,Standard,599,East,Paid Ads,Active,6,,,2024-06
CUST01422,2024-02-05,Basic,299,East,Organic,Churned,8,2024-10-02,Price too high,2024-02
CUST01423,2023-09-12,Basic,299,North,Organic,Churned,7,2024-04-09,Price too high,2023-09
CUST01424,2023-01-13,Premium,999,East,Organic,Churned,7,2023-08-11,Missing features,2023-01
CUST01425,2023-10-29,Standard,599,West,Organic,Active,14,,,2023-10
CUST01426,2023-08-13,Basic,299,West,Social Media,Churned,1,2023-09-12,Found alternative,2023-08
CUST01427,2024-04-16,Basic,299,South,Organic,Churned,3,2024-07-15,Not using enough,2024-04
CUST01428,2024-09-01,Premium,999,South,Social Media,Active,4,,,2024-09
CUST01429,2023-02-22,Basic,299,West,Organic,Churned,17,2024-07-16,Price too high,2023-02
CUST01430,2023-04-17,Premium,999,South,Organic,Active,20,,,2023-04
CUST01431,2023-07-26,Standard,599,South,Referral,Churned,12,2024-07-20,Technical issues,2023-07
CUST01432,2024-01-29,Standard,599,South,Social Media,Active,11,,,2024-01
CUST01433,2024-05-12,Standard,599,South,Organic,Churned,5,2024-10-09,Missing features,2024-05
CUST01434,2023-09-23,Premium,999,North,Social Media,Active,15,,,2023-09
CUST01435,2024-04-18,Standard,599,South,Referral,Active,8,,,2024-04
CUST01436,2024-09-12,Standard,599,North,Social Media,Active,3,,,2024-09
CUST01437,2024-05-21,Basic,299,North,Paid Ads,Churned,4,2024-09-18,Missing features,2024-05
CUST01438,2024-04-08,Premium,999,North,Paid Ads,Churned,4,2024-08-06,Price too high,2024-04
CUST01439,2024-10-09,Standard,599,South,Paid Ads,Active,2,,,2024-10
CUST01440,2023-01-12,Basic,299,North,Organic,Active,23,,,2023-01
CUST01441,2024-08-06,Standard,599,West,Paid Ads,Active,4,,,2024-08
CUST01442,2024-07-30,Basic,299,West,Social Media,Active,5,,,2024-07
CUST01443,2024-05-12,Standard,599,East,Referral,Active,7,,,2024-05
CUST01444,2023-10-15,Basic,299,West,Paid Ads,Active,14,,,2023-10
CUST01445,2023-02-20,Standard,599,West,Organic,Churned,22,2024-12-11,Price too high,2023-02
CUST01446,2023-11-23,Basic,299,West,Social Media,Churned,1,2023-12-23,Missing features,2023-11
CUST01447,2023-11-01,Basic,299,West,Referral,Active,14,,,2023-11
CUST01448,2024-08-13,Basic,299,West,Social Media,Active,4,,,2024-08
CUST01449,2024-10-02,Basic,299,West,Social Media,Active,3,,,2024-10
CUST01450,2023-08-03,Basic,299,North,Paid Ads,Churned,10,2024-05-29,Price too high,2023-08
CUST01451,2024-03-30,Basic,299,South,Paid Ads,Churned,8,2024-11-25,Found alternative,2024-03
CUST01452,2023-06-19,Standard,599,South,Organic,Churned,5,2023-11-16,Poor support experience,2023-06
CUST01453,2024-05-04,Basic,299,South,Organic,Churned,5,2024-10-01,Technical issues,2024-05
CUST01454,2023-02-15,Standard,599,East,Social Media,Churned,10,2023-12-12,Missing features,2023-02
CUST01455,2023-05-19,Basic,299,West,Organic,Active,19,,,2023-05
CUST01456,2024-08-03,Basic,299,South,Organic,Active,5,,,2024-08
CUST01457,2023-02-18,Basic,299,East,Organic,Churned,13,2024-03-14,Not using enough,2023-02
CUST01458,2023-06-22,Basic,299,South,Organic,Active,18,,,2023-06
CUST01459,2023-03-17,Basic,299,South,Organic,Churned,5,2023-08-14,Poor support experience,2023-03
CUST01460,2024-05-30,Basic,299,North,Organic,Churned,3,2024-08-28,Missing features,2024-05
CUST01461,2023-09-20,Premium,999,West,Referral,Active,15,,,2023-09
CUST01462,2023-06-21,Standard,599,North,Paid Ads,Churned,10,2024-04-16,Price too high,2023-06
CUST01463,2024-02-08,Basic,299,North,Social Media,Churned,9,2024-11-04,Poor support experience,2024-02
CUST01464,2023-06-24,Premium,999,West,Social Media,Active,18,,,2023-06
CUST01465,2024-06-16,Basic,299,East,Organic,Churned,1,2024-07-16,Price too high,2024-06
CUST01466,2024-01-27,Basic,299,South,Paid Ads,Churned,2,2024-03-27,Missing features,2024-01
CUST01467,2023-06-03,Standard,599,South,Paid Ads,Churned,12,2024-05-28,Poor support experience,2023-06
CUST01468,2024-03-04,Premium,999,West,Referral,Churned,4,2024-07-02,Price too high,2024-03
CUST01469,2023-09-01,Standard,599,South,Paid Ads,Active,16,,,2023-09
CUST01470,2023-09-05,Basic,299,South,Social Media,Churned,6,2024-03-03,Technical issues,2023-09
CUST01471,2024-10-03,Basic,299,South,Organic,Active,2,,,2024-10
CUST01472,2023-11-28,Premium,999,West,Referral,Active,13,,,2023-11
CUST01473,2023-12-04,Basic,299,North,Social Media,Churned,3,2024-03-03,Found alternative,2023-12
CUST01474,2023-07-14,Standard,599,West,Referral,Active,17,,,2023-07
CUST01475,2024-05-25,Standard,599,North,Paid Ads,Churned,3,2024-08-23,Technical issues,2024-05
CUST01476,2023-11-14,Standard,599,North,Paid Ads,Active,13,,,2023-11
CUST01477,2023-10-16,Premium,999,South,Referral,Active,14,,,2023-10
CUST01478,2024-05-24,Premium,999,North,Organic,Churned,7,2024-12-20,Found alternative,2024-05
CUST01479,2023-02-20,Premium,999,South,Paid Ads,Churned,14,2024-04-15,Found alternative,2023-02
CUST01480,2024-05-11,Standard,599,East,Paid Ads,Active,7,,,2024-05
CUST01481,2023-11-11,Standard,599,South,Paid Ads,Churned,11,2024-10-06,Not using enough,2023-11
CUST01482,2023-01-01,Basic,299,South,Referral,Active,24,,,2023-01
CUST01483,2023-03-14,Premium,999,South,Paid Ads,Active,21,,,2023-03
CUST01484,2023-05-04,Basic,299,South,Organic,Churned,8,2023-12-30,Not using enough,2023-05
CUST01485,2023-01-26,Basic,299,South,Organic,Churned,3,2023-04-26,Missing features,2023-01
CUST01486,2023-04-24,Standard,599,South,Referral,Churned,20,2024-12-14,Price too high,2023-04
CUST01487,2023-04-16,Standard,599,East,Referral,Active,20,,,2023-04
CUST01488,2024-01-23,Basic,299,South,Organic,Active,11,,,2024-01
CUST01489,2024-04-23,Standard,599,West,Referral,Churned,7,2024-11-19,Found alternative,2024-04
CUST01490,2023-11-09,Standard,599,East,Referral,Active,13,,,2023-11
CUST01491,2023-09-25,Standard,599,East,Paid Ads,Churned,3,2023-12-24,Poor support experience,2023-09
CUST01492,2023-11-29,Standard,599,South,Organic,Active,13,,,2023-11
CUST01493,2023-01-09,Basic,299,North,Social Media,Churned,9,2023-10-06,Found alternative,2023-01
CUST01494,2023-01-16,Standard,599,West,Organic,Churned,8,2023-09-13,Found alternative,2023-01
CUST01495,2023-08-21,Basic,299,North,Organic,Churned,16,2024-12-13,Found alternative,2023-08
CUST01496,2023-01-18,Standard,599,North,Paid Ads,Active,23,,,2023-01
CUST01497,2024-04-29,Standard,599,South,Referral,Active,8,,,2024-04
CUST01498,2024-02-22,Basic,299,South,Social Media,Churned,3,2024-05-22,Price too high,2024-02
CUST01499,2024-02-23,Premium,999,North,Paid Ads,Active,10,,,2024-02
CUST01500,2023-08-26,Basic,299,North,Organic,Churned,14,2024-10-19,Not using enough,2023-08
CUST01501,2023-01-23,Premium,999,East,Paid Ads,Active,23,,,2023-01
CUST01502,2023-04-06,Basic,299,South,Social Media,Active,21,,,2023-04
CUST01503,2023-03-17,Basic,299,West,Paid Ads,Churned,14,2024-05-10,Poor support experience,2023-03
CUST01504,2023-01-06,Basic,299,East,Organic,Active,24,,,2023-01
CUST01505,2023-03-17,Premium,999,South,Referral,Active,21,,,2023-03
CUST01506,2024-11-08,Standard,599,North,Organic,Churned,1,2024-12-08,Price too high,2024-11
CUST01507,2023-06-30,Basic,299,North,Paid Ads,Churned,3,2023-09-28,Found alternative,2023-06
CUST01508,2023-06-24,Standard,599,North,Paid Ads,Active,18,,,2023-06
CUST01509,2024-05-23,Standard,599,West,Social Media,Active,7,,,2024-05
CUST01510,2023-07-23,Standard,599,South,Paid Ads,Churned,7,2024-02-18,Price too high,2023-07
CUST01511,2024-06-10,Standard,599,North,Paid Ads,Active,6,,,2024-06
CUST01512,2024-05-04,Premium,999,North,Referral,Active,8,,,2024-05
CUST01513,2024-03-13,Standard,599,North,Paid Ads,Active,9,,,2024-03
CUST01514,2024-06-23,Basic,299,North,Organic,Active,6,,,2024-06
CUST01515,2023-08-22,Basic,299,South,Paid Ads,Churned,10,2024-06-17,Poor support experience,2023-08
CUST01516,2024-05-19,Basic,299,South,Referral,Active,7,,,2024-05
CUST01517,2023-08-22,Premium,999,South,Social Media,Active,16,,,2023-08
CUST01518,2023-05-10,Standard,599,West,Social Media,Active,20,,,2023-05
CUST01519,2023-09-26,Basic,299,North,Paid Ads,Churned,14,2024-11-19,Price too high,2023-09
CUST01520,2024-08-29,Premium,999,West,Organic,Active,4,,,2024-08
CUST01521,2023-10-06,Basic,299,West,Paid Ads,Churned,7,2024-05-03,Found alternative,2023-10
CUST01522,2023-11-27,Basic,299,West,Paid Ads,Active,13,,,2023-11
CUST01523,2023-03-08,Basic,299,West,Organic,Churned,16,2024-06-30,Price too high,2023-03
CUST01524,2023-07-29,Premium,999,South,Paid Ads,Active,17,,,2023-07
CUST01525,2024-11-13,Basic,299,North,Organic,Active,1,,,2024-11
CUST01526,2024-01-02,Basic,299,South,Organic,Churned,6,2024-06-30,Missing features,2024-01
CUST01527,2024-07-03,Standard,599,West,Social Media,Active,6,,,2024-07
CUST01528,2023-06-15,Basic,299,West,Referral,Churned,12,2024-06-09,Price too high,2023-06
CUST01529,2023-08-14,Standard,599,West,Referral,Churned,9,2024-05-10,Found alternative,2023-08
CUST01530,2024-09-08,Basic,299,North,Organic,Active,3,,,2024-09
CUST01531,2023-01-23,Standard,599,North,Organic,Churned,18,2024-07-16,Price too high,2023-01
CUST01532,2023-12-13,Basic,299,West,Referral,Churned,6,2024-06-10,Technical issues,2023-12
CUST01533,2023-06-24,Basic,299,West,Social Media,Churned,1,2023-07-24,Found alternative,2023-06
CUST01534,2023-11-25,Basic,299,South,Organic,Churned,6,2024-05-23,Poor support experience,2023-11
CUST01535,2024-09-21,Basic,299,South,Organic,Active,3,,,2024-09
CUST01536,2023-08-15,Basic,299,East,Paid Ads,Churned,8,2024-04-11,Found alternative,2023-08
CUST01537,2023-08-11,Premium,999,West,Paid Ads,Churned,3,2023-11-09,Price too high,2023-08
CUST01538,2024-07-22,Premium,999,East,Organic,Active,5,,,2024-07
CUST01539,2024-07-16,Standard,599,West,Paid Ads,Churned,5,2024-12-13,Missing features,2024-07
CUST01540,2023-05-13,Premium,999,South,Organic,Active,19,,,2023-05
CUST01541,2023-01-14,Premium,999,West,Organic,Active,23,,,2023-01
CUST01542,2024-10-23,Standard,599,South,Referral,Active,2,,,2024-10
CUST01543,2024-05-23,Standard,599,South,Organic,Active,7,,,2024-05
CUST01544,2023-02-15,Standard,599,West,Paid Ads,Churned,5,2023-07-15,Missing features,2023-02
CUST01545,2024-11-15,Basic,299,East,Paid Ads,Active,1,,,2024-11
CUST01546,2023-08-19,Standard,599,South,Social Media,Churned,13,2024-09-12,Poor support experience,2023-08
CUST01547,2023-03-03,Standard,599,South,Referral,Churned,15,2024-05-26,Not using enough,2023-03
CUST01548,2023-05-08,Premium,999,South,Paid Ads,Active,20,,,2023-05
CUST01549,2024-11-13,Standard,599,West,Referral,Active,1,,,2024-11
CUST01550,2024-03-14,Standard,599,North,Organic,Churned,3,2024-06-12,Not using enough,2024-03
CUST01551,2023-05-30,Premium,999,North,Organic,Active,19,,,2023-05
CUST01552,2023-02-14,Basic,299,East,Referral,Churned,9,2023-11-11,Missing features,2023-02
CUST01553,2023-03-31,Basic,299,South,Paid Ads,Churned,12,2024-03-25,Found alternative,2023-03
CUST01554,2023-04-09,Standard,599,North,Organic,Active,21,,,2023-04
CUST01555,2024-03-29,Basic,299,East,Paid Ads,Churned,6,2024-09-25,Missing features,2024-03
CUST01556,2023-05-25,Premium,999,South,Paid Ads,Active,19,,,2023-05
CUST01557,2024-08-29,Standard,599,North,Referral,Active,4,,,2024-08
CUST01558,2023-12-02,Standard,599,North,Referral,Active,13,,,2023-12
CUST01559,2024-09-26,Standard,599,North,Paid Ads,Churned,3,2024-12-25,Price too high,2024-09
CUST01560,2023-08-12,Standard,599,West,Social Media,Churned,9,2024-05-08,Price too high,2023-08
CUST01561,2023-02-12,Standard,599,North,Referral,Churned,3,2023-05-13,Poor support experience,2023-02
CUST01562,2024-03-14,Premium,999,South,Organic,Active,9,,,2024-03
CUST01563,2023-03-20,Basic,299,North,Paid Ads,Active,21,,,2023-03
CUST01564,2023-09-08,Standard,599,North,Referral,Active,16,,,2023-09
CUST01565,2023-05-23,Basic,299,West,Referral,Active,19,,,2023-05
CUST01566,2023-11-09,Premium,999,West,Paid Ads,Active,13,,,2023-11
CUST01567,2024-10-25,Standard,599,South,Organic,Active,2,,,2024-10
CUST01568,2024-01-22,Basic,299,North,Paid Ads,Churned,10,2024-11-17,Found alternative,2024-01
CUST01569,2024-04-11,Basic,299,West,Organic,Churned,7,2024-11-07,Poor support experience,2024-04
CUST01570,2023-01-22,Premium,999,South,Organic,Churned,8,2023-09-19,Price too high,2023-01
CUST01571,2024-09-07,Standard,599,North,Paid Ads,Active,3,,,2024-09
CUST01572,2024-06-20,Standard,599,South,Paid Ads,Active,6,,,2024-06
CUST01573,2023-01-15,Basic,299,North,Organic,Churned,15,2024-04-09,Technical issues,2023-01
CUST01574,2024-10-16,Standard,599,North,Social Media,Active,2,,,2024-10
CUST01575,2024-06-16,Premium,999,West,Paid Ads,Active,6,,,2024-06
CUST01576,2024-06-20,Basic,299,East,Paid Ads,Active,6,,,2024-06
CUST01577,2023-10-14,Basic,299,North,Referral,Churned,7,2024-05-11,Found alternative,2023-10
CUST01578,2024-05-23,Basic,299,West,Paid Ads,Churned,5,2024-10-20,Price too high,2024-05
CUST01579,2023-01-20,Standard,599,South,Social Media,Churned,1,2023-02-19,Price too high,2023-01
CUST01580,2024-04-22,Premium,999,West,Paid Ads,Active,8,,,2024-04
CUST01581,2023-10-03,Standard,599,South,Referral,Active,15,,,2023-10
CUST01582,2023-06-12,Standard,599,South,Social Media,Churned,5,2023-11-09,Price too high,2023-06
CUST01583,2024-11-27,Premium,999,North,Paid Ads,Active,1,,,2024-11
CUST01584,2024-04-17,Basic,299,West,Paid Ads,Churned,4,2024-08-15,Poor support experience,2024-04
CUST01585,2023-11-30,Standard,599,North,Organic,Active,13,,,2023-11
CUST01586,2023-08-23,Basic,299,North,Referral,Churned,6,2024-02-19,Price too high,2023-08
CUST01587,2024-11-13,Standard,599,North,Referral,Active,1,,,2024-11
CUST01588,2024-11-08,Basic,299,North,Organic,Active,1,,,2024-11
CUST01589,2023-03-29,Premium,999,South,Social Media,Active,21,,,2023-03
CUST01590,2023-04-08,Basic,299,West,Referral,Churned,2,2023-06-07,Price too high,2023-04
CUST01591,2023-10-17,Basic,299,South,Social Media,Churned,7,2024-05-14,Price too high,2023-10
CUST01592,2024-01-13,Basic,299,East,Paid Ads,Churned,3,2024-04-12,Price too high,2024-01
CUST01593,2024-05-03,Basic,299,East,Paid Ads,Active,8,,,2024-05
CUST01594,2024-02-02,Basic,299,South,Social Media,Churned,6,2024-07-31,Not using enough,2024-02
CUST01595,2024-01-17,Standard,599,West,Referral,Churned,6,2024-07-15,Technical issues,2024-01
CUST01596,2024-06-21,Basic,299,East,Paid Ads,Active,6,,,2024-06
CUST01597,2023-02-27,Basic,299,North,Referral,Active,22,,,2023-02
CUST01598,2023-05-12,Standard,599,West,Social Media,Churned,7,2023-12-08,Found alternative,2023-05
CUST01599,2024-08-02,Standard,599,North,Paid Ads,Active,5,,,2024-08
