Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason
CUST00727,2023-12-14,Standard,599,West,Organic,Active,12,,
CUST00728,2023-06-14,Basic,299,North,Organic,Churned,4,2023-10-12,Not using enough
CUST00729,2023-11-28,Basic,299,West,Referral,Churned,1,2023-12-28,Poor support experience
CUST00730,2023-03-21,Premium,999,South,Paid Ads,Active,21,,
CUST00731,2023-03-05,Premium,999,South,Social Media,Active,22,,
CUST00732,2024-06-19,Premium,999,East,Paid Ads,Churned,5,2024-11-16,Poor support experience
CUST00733,2024-01-08,Standard,599,West,Social Media,Churned,9,2024-10-04,Price too high
CUST00734,2023-12-05,Standard,599,West,Referral,Active,13,,
CUST00735,2024-11-17,Standard,599,West,Organic,Active,1,,
CUST00736,2024-05-04,Premium,999,East,Paid Ads,Active,8,,
CUST00737,2023-05-12,Standard,599,South,Organic,Active,19,,
CUST00738,2024-07-09,Basic,299,East,Organic,Active,5,,
CUST00739,2023-08-30,Basic,299,West,Referral,Active,16,,
CUST00740,2023-03-30,Premium,999,North,Paid Ads,Active,21,,
CUST00741,2023-08-28,Basic,299,South,Paid Ads,Churned,2,2023-10-27,Missing features
CUST00742,2024-01-29,Basic,299,East,Paid Ads,Churned,8,2024-09-25,Technical issues
CUST00743,2024-11-01,Basic,299,West,Paid Ads,Active,2,,
CUST00744,2023-05-12,Standard,599,South,Social Media,Churned,18,2024-11-02,Missing features
CUST00745,2023-07-26,Basic,299,South,Referral,Active,17,,
CUST00746,2023-11-18,Standard,599,West,Organic,Churned,8,2024-07-15,Technical issues
CUST00747,2023-05-13,Standard,599,North,Organic,Churned,15,2024-08-05,Not using enough
CUST00748,2024-03-05,Basic,299,East,Paid Ads,Churned,2,2024-05-04,Not using enough
CUST00749,2023-02-20,Premium,999,South,Organic,Churned,5,2023-07-20,Poor support experience
CUST00750,2024-02-27,Premium,999,West,Paid Ads,Active,10,,
CUST00751,2024-08-23,Basic,299,South,Organic,Active,4,,
CUST00752,2023-08-13,Premium,999,North,Social Media,Active,16,,
CUST00753,2023-12-07,Premium,999,South,Paid Ads,Churned,1,2024-01-06,Not using enough
CUST00754,2023-05-07,Standard,599,East,Paid Ads,Churned,17,2024-09-28,Missing features
CUST00755,2024-11-11,Basic,299,North,Organic,Active,1,,
CUST00756,2024-07-17,Standard,599,North,Referral,Active,5,,
CUST00757,2023-11-09,Premium,999,West,Organic,Active,13,,
CUST00758,2024-05-22,Standard,599,West,Organic,Active,7,,
CUST00759,2023-02-17,Premium,999,West,Paid Ads,Active,22,,
CUST00760,2023-11-24,Standard,599,West,Referral,Active,13,,
CUST00761,2023-08-09,Premium,999,West,Social Media,Active,17,,
CUST00762,2023-05-09,Basic,299,South,Organic,Churned,18,2024-10-30,Price too high
CUST00763,2024-07-11,Standard,599,North,Paid Ads,Churned,1,2024-08-10,Technical issues
CUST00764,2023-01-26,Standard,599,North,Social Media,Churned,21,2024-10-17,Found alternative
CUST00765,2023-02-17,Basic,299,North,Organic,Churned,1,2023-03-19,Technical issues
CUST00766,2024-08-16,Basic,299,East,Paid Ads,Active,4,,
CUST00767,2023-11-21,Basic,299,South,Referral,Churned,4,2024-03-20,Price too high
CUST00768,2023-09-02,Standard,599,West,Paid Ads,Churned,10,2024-06-28,Missing features
CUST00769,2023-07-06,Premium,999,North,Organic,Active,18,,
CUST00770,2024-07-30,Basic,299,North,Paid Ads,Active,5,,
CUST00771,2024-02-06,Basic,299,West,Paid Ads,Active,10,,
CUST00772,2024-07-10,Basic,299,South,Organic,Active,5,,
CUST00773,2024-07-07,Standard,599,South,Paid Ads,Active,5,,
CUST00774,2024-08-13,Basic,299,East,Organic,Active,4,,
CUST00775,2023-11-05,Premium,999,West,Referral,Active,14,,
CUST00776,2024-11-16,Standard,599,North,Organic,Active,1,,
CUST00777,2023-05-27,Standard,599,North,Organic,Churned,4,2023-09-24,Missing features
CUST00778,2023-01-01,Standard,599,South,Organic,Churned,6,2023-06-30,Not using enough
CUST00779,2023-06-22,Basic,299,North,Organic,Churned,8,2024-02-17,Technical issues
CUST00780,2023-08-15,Basic,299,East,Organic,Churned,8,2024-04-11,Price too high
CUST00781,2023-05-06,Premium,999,North,Social Media,Churned,10,2024-03-01,Poor support experience
CUST00782,2024-03-17,Basic,299,East,Social Media,Churned,9,2024-12-12,Price too high
CUST00783,2024-09-17,Standard,599,North,Paid Ads,Churned,2,2024-11-16,Price too high
CUST00784,2024-06-21,Standard,599,South,Organic,Active,6,,
CUST00785,2024-01-30,Basic,299,South,Paid Ads,Churned,8,2024-09-26,Price too high
CUST00786,2023-05-27,Standard,599,East,Paid Ads,Active,19,,
CUST00787,2023-11-22,Basic,299,South,Social Media,Churned,4,2024-03-21,Poor support experience
CUST00788,2024-06-03,Standard,599,West,Referral,Active,7,,
CUST00789,2024-10-31,Premium,999,West,Referral,Churned,1,2024-11-30,Price too high
CUST00790,2023-12-22,Premium,999,East,Organic,Active,12,,
CUST00791,2023-02-14,Basic,299,South,Organic,Churned,7,2023-09-12,Poor support experience
CUST00792,2023-11-24,Basic,299,East,Organic,Churned,11,2024-10-19,Price too high
CUST00793,2023-12-18,Basic,299,South,Social Media,Churned,9,2024-09-13,Poor support experience
CUST00794,2023-06-13,Standard,599,North,Paid Ads,Churned,10,2024-04-08,Price too high
CUST00795,2023-08-16,Basic,299,West,Organic,Churned,2,2023-10-15,Not using enough
CUST00796,2024-05-22,Basic,299,West,Social Media,Churned,7,2024-12-18,Missing features
CUST00797,2024-09-26,Premium,999,South,Organic,Active,3,,
CUST00798,2023-03-30,Basic,299,South,Organic,Churned,5,2023-08-27,Not using enough
CUST00799,2024-01-29,Basic,299,West,Paid Ads,Churned,5,2024-06-27,Price too high
CUST00800,2023-08-07,Premium,999,East,Paid Ads,Active,17,,
CUST00801,2024-03-15,Standard,599,North,Paid Ads,Active,9,,
CUST00802,2024-04-25,Premium,999,West,Organic,Active,8,,
CUST00803,2024-03-06,Standard,599,South,Paid Ads,Active,10,,
CUST00804,2024-11-27,Basic,299,North,Paid Ads,Active,1,,
CUST00805,2024-09-27,Basic,299,North,Referral,Active,3,,
CUST00806,2023-06-11,Basic,299,South,Paid Ads,Churned,8,2024-02-06,Not using enough
CUST00807,2023-03-07,Basic,299,North,Organic,Churned,12,2024-03-01,Missing features
CUST00808,2023-05-28,Basic,299,North,Referral,Active,19,,
CUST00809,2023-11-17,Standard,599,North,Referral,Active,13,,
CUST00810,2024-04-25,Premium,999,East,Referral,Active,8,,
CUST00811,2023-11-19,Premium,999,East,Paid Ads,Churned,5,2024-04-17,Found alternative
CUST00812,2023-07-05,Standard,599,North,Paid Ads,Active,18,,
CUST00813,2024-02-22,Standard,599,North,Organic,Active,10,,
CUST00814,2023-06-13,Premium,999,North,Referral,Active,18,,
CUST00815,2024-05-02,Standard,599,North,Paid Ads,Churned,8,2024-12-28,Not using enough
CUST00816,2024-04-15,Premium,999,West,Referral,Churned,2,2024-06-14,Technical issues
CUST00817,2023-12-12,Basic,299,North,Paid Ads,Active,12,,
CUST00818,2023-04-14,Basic,299,West,Paid Ads,Churned,14,2024-06-07,Missing features
CUST00819,2024-06-21,Standard,599,North,Organic,Active,6,,
CUST00820,2024-03-28,Basic,299,South,Paid Ads,Active,9,,
CUST00821,2024-10-05,Basic,299,South,Paid Ads,Active,2,,
CUST00822,2024-01-29,Premium,999,West,Paid Ads,Active,11,,
CUST00823,2024-07-06,Basic,299,West,Organic,Active,5,,
CUST00824,2023-09-12,Standard,599,West,Organic,Churned,12,2024-09-06,Price too high
CUST00825,2024-08-07,Basic,299,North,Referral,Active,4,,
CUST00826,2023-04-17,Basic,299,South,Paid Ads,Active,20,,
CUST00827,2024-07-24,Premium,999,East,Organic,Active,5,,
CUST00828,2024-02-09,Standard,599,West,Organic,Churned,9,2024-11-05,Not using enough
CUST00829,2024-07-25,Basic,299,North,Referral,Active,5,,
CUST00830,2023-12-08,Basic,299,North,Organic,Churned,10,2024-10-03,Price too high
CUST00831,2024-03-24,Basic,299,West,Organic,Active,9,,
CUST00832,2023-02-16,Basic,299,West,Paid Ads,Churned,3,2023-05-17,Poor support experience
CUST00833,2024-04-10,Basic,299,North,Referral,Active,8,,
CUST00834,2024-06-04,Standard,599,West,Organic,Active,7,,
CUST00835,2024-11-08,Standard,599,South,Social Media,Active,1,,
CUST00836,2024-06-24,Basic,299,North,Social Media,Churned,2,2024-08-23,Not using enough
CUST00837,2023-08-15,Standard,599,South,Organic,Churned,7,2024-03-12,Missing features
CUST00838,2023-12-08,Standard,599,South,Social Media,Churned,12,2024-12-02,Poor support experience
CUST00839,2024-02-08,Basic,299,East,Paid Ads,Active,10,,
CUST00840,2024-06-06,Basic,299,South,Referral,Active,6,,
CUST00841,2023-07-05,Standard,599,West,Referral,Active,18,,
CUST00842,2024-09-18,Basic,299,East,Paid Ads,Active,3,,
CUST00843,2023-01-18,Basic,299,East,Organic,Churned,3,2023-04-18,Not using enough
CUST00844,2023-11-20,Basic,299,East,Organic,Churned,8,2024-07-17,Not using enough
CUST00845,2024-02-12,Standard,599,West,Organic,Churned,8,2024-10-09,Price too high
CUST00846,2023-02-28,Standard,599,East,Organic,Active,22,,
CUST00847,2023-11-06,Premium,999,East,Social Media,Active,14,,
CUST00848,2023-07-28,Standard,599,North,Referral,Churned,10,2024-05-23,Poor support experience
CUST00849,2023-08-13,Standard,599,East,Organic,Churned,10,2024-06-08,Price too high
CUST00850,2024-09-21,Basic,299,North,Social Media,Active,3,,
CUST00851,2023-04-23,Standard,599,West,Referral,Churned,7,2023-11-19,Price too high
CUST00852,2023-12-11,Standard,599,North,Organic,Active,12,,
CUST00853,2024-10-23,Basic,299,West,Organic,Active,2,,
CUST00854,2024-03-04,Basic,299,East,Social Media,Active,10,,
CUST00855,2024-01-07,Basic,299,South,Referral,Churned,5,2024-06-05,Price too high
CUST00856,2023-07-15,Basic,299,West,Organic,Churned,3,2023-10-13,Missing features
CUST00857,2023-02-20,Basic,299,West,Referral,Churned,4,2023-06-20,Price too high
CUST00858,2024-01-10,Standard,599,West,Paid Ads,Active,11,,
CUST00859,2024-10-03,Standard,599,North,Paid Ads,Active,2,,
CUST00860,2024-05-08,Premium,999,West,Paid Ads,Churned,2,2024-07-07,Technical issues
CUST00861,2024-04-12,Standard,599,South,Social Media,Churned,1,2024-05-12,Missing features
CUST00862,2023-10-20,Basic,299,East,Paid Ads,Active,14,,
CUST00863,2023-07-17,Standard,599,East,Paid Ads,Active,17,,
CUST00864,2024-04-10,Basic,299,West,Paid Ads,Churned,3,2024-07-09,Missing features
CUST00865,2023-01-14,Basic,299,North,Referral,Churned,3,2023-04-14,Poor support experience
CUST00866,2023-11-20,Standard,599,South,Organic,Active,13,,
CUST00867,2024-10-03,Premium,999,South,Paid Ads,Churned,2,2024-12-02,Price too high
CUST00868,2023-12-13,Basic,299,North,Social Media,Churned,7,2024-07-10,Poor support experience
CUST00869,2024-08-25,Standard,599,North,Referral,Active,4,,
CUST00870,2024-08-30,Premium,999,South,Referral,Active,4,,
CUST00871,2024-01-27,Basic,299,East,Referral,Active,11,,
CUST00872,2023-01-30,Standard,599,South,Paid Ads,Churned,5,2023-06-29,Missing features
CUST00873,2023-05-11,Standard,599,West,Paid Ads,Churned,19,2024-12-01,Not using enough
CUST00874,2024-11-28,Premium,999,South,Referral,Active,1,,
CUST00875,2023-12-04,Standard,599,North,Referral,Active,13,,
CUST00876,2024-07-01,Basic,299,South,Referral,Active,6,,
CUST00877,2024-04-19,Standard,599,West,Organic,Churned,4,2024-08-17,Found alternative
CUST00878,2024-10-31,Standard,599,South,Referral,Active,2,,
CUST00879,2024-03-11,Premium,999,South,Organic,Active,9,,
CUST00880,2023-01-20,Standard,599,North,Referral,Churned,12,2024-01-15,Technical issues
CUST00881,2024-11-13,Basic,299,East,Referral,Active,1,,
CUST00882,2024-07-13,Standard,599,West,Paid Ads,Active,5,,
CUST00883,2023-05-07,Standard,599,West,Paid Ads,Churned,9,2024-02-01,Found alternative
CUST00884,2024-05-17,Standard,599,South,Organic,Active,7,,
CUST00885,2023-10-10,Premium,999,South,Organic,Active,14,,
CUST00886,2024-03-13,Standard,599,West,Social Media,Active,9,,
CUST00887,2024-02-08,Premium,999,North,Organic,Active,10,,
CUST00888,2023-05-24,Basic,299,North,Paid Ads,Churned,15,2024-08-16,Found alternative
CUST00889,2023-12-17,Standard,599,NORTH,Paid Ads,Churned,11,2024-11-11,Poor support experience
CUST00890,2023-12-14,Basic,299,South,Organic,Active,12,,
CUST00891,2024-07-21,Premium,999,West,Organic,Active,5,,
CUST00892,2023-01-10,Premium,999,South,Referral,Active,24,,
CUST00893,2023-04-29,Standard,599,West,Organic,Churned,9,2024-01-24,Price too high
CUST00894,2023-04-26,Basic,299,South,Social Media,Churned,2,2023-06-25,Not using enough
CUST00895,2023-09-21,Standard,599,East,Organic,Active,15,,
CUST00896,2023-08-07,Basic,299,South,Organic,Churned,2,2023-10-06,Found alternative
CUST00897,2024-10-03,Standard,599,North,Organic,Active,2,,
CUST00898,2023-08-03,Basic,299,North,Social Media,Churned,6,2024-01-30,Not using enough
CUST00899,2023-07-31,Basic,299,South,Referral,Churned,9,2024-04-26,Price too high
CUST00900,2023-04-12,Basic,299,West,Paid Ads,Active,20,,
CUST00901,2024-04-15,Premium,999,North,Organic,Active,8,,
CUST00902,2024-04-26,Standard,599,West,Organic,Active,8,,
CUST00903,2024-01-28,Standard,599,North,Paid Ads,Churned,11,2024-12-23,Poor support experience
CUST00904,2023-07-20,Standard,599,North,Referral,Active,17,,
CUST00905,2024-06-04,Basic,299,North,Paid Ads,Churned,2,2024-08-03,Price too high
CUST00906,2023-01-14,Basic,299,West,Paid Ads,Churned,15,2024-04-08,Found alternative
CUST00907,2024-08-08,Standard,599,North,Organic,Active,4,,
CUST00908,2024-11-22,Basic,299,West,Paid Ads,Active,1,,
CUST00909,2024-02-25,Standard,599,West,Referral,Churned,2,2024-04-25,Price too high
CUST00910,2024-09-07,Basic,299,West,Social Media,Active,3,,
CUST00911,2024-10-07,Basic,299,West,Social Media,Active,2,,
CUST00912,2024-11-03,Basic,299,West,Paid Ads,Active,1,,
CUST00913,2023-03-31,Standard,599,West,Organic,Churned,17,2024-08-22,Poor support experience
CUST00914,2024-05-25,Premium,999,South,Paid Ads,Active,7,,
CUST00915,2023-04-26,Standard,599,WEST,Paid Ads,Churned,8,2023-12-22,Missing features
CUST00916,2024-08-01,Basic,299,West,Organic,Active,5,,
CUST00917,2024-03-17,Standard,599,South,Social Media,Churned,6,2024-09-13,Missing features
CUST00918,2023-05-19,Basic,299,North,,Churned,15,2024-08-11,Technical issues
CUST00919,2023-06-15,Basic,299,North,Paid Ads,Churned,15,2024-09-07,Price too high
CUST00920,2023-10-06,Basic,299,West,Referral,Churned,3,2024-01-04,Price too high
CUST00921,2024-05-13,Basic,299,North,Organic,Active,7,,
CUST00922,2024-11-03,Basic,299,East,Referral,Active,1,,
CUST00923,2024-10-26,Premium,999,North,Social Media,Active,2,,
CUST00924,2024-05-31,Basic,299,North,Organic,Churned,7,2024-12-27,Price too high
CUST00925,2024-04-15,Basic,299,North,Referral,Churned,6,2024-10-12,Technical issues
CUST00926,2023-07-11,Standard,599,North,Paid Ads,Active,17,,
CUST00927,2023-01-23,Basic,299,South,Social Media,Churned,8,2023-09-20,Poor support experience
CUST00928,2023-08-02,Basic,299,South,Organic,Churned,6,2024-01-29,Missing features
CUST00929,2023-06-14,Basic,299,East,Organic,Churned,18,2024-12-05,Poor support experience
CUST00930,2024-01-28,Basic,299,West,Organic,Active,11,,
CUST00931,2023-01-16,Basic,299,West,Organic,Active,23,,
CUST00932,2023-12-29,Basic,299,West,Organic,Churned,3,2024-03-28,Found alternative
CUST00933,2023-04-16,Basic,299,West,Organic,Churned,3,2023-07-15,Price too high
CUST00934,2024-03-19,Basic,299,West,Paid Ads,Active,9,,
CUST00935,2024-10-03,Basic,299,South,Paid Ads,Active,2,,
CUST00936,2023-08-20,Basic,299,North,Referral,Active,16,,
CUST00937,2023-05-05,Premium,999,North,Social Media,Churned,8,2023-12-31,Missing features
CUST00938,2023-06-26,Basic,299,East,Paid Ads,Churned,5,2023-11-23,Missing features
CUST00939,2023-06-06,Basic,299,East,Paid Ads,Churned,10,2024-04-01,Price too high
CUST00940,2023-08-18,Basic,299,West,Organic,Churned,2,2023-10-17,Technical issues
CUST00941,2024-01-15,Standard,599,South,Referral,Active,11,,
CUST00942,2023-12-25,Basic,299,West,Organic,Active,12,,
CUST00943,2023-03-17,Premium,999,South,Paid Ads,Active,21,,
CUST00944,2023-09-27,Standard,599,North,Organic,Churned,5,2024-02-24,Not using enough
CUST00945,2023-01-18,Standard,599,South,Paid Ads,Churned,10,2023-11-14,Poor support experience
CUST00946,2023-01-19,Standard,599,South,Social Media,Active,23,,
CUST00947,2023-08-20,Standard,599,South,Paid Ads,Active,16,,
CUST00948,2023-07-08,Premium,999,North,Social Media,Churned,16,2024-10-30,Found alternative
CUST00949,2023-10-11,Basic,299,South,Paid Ads,Active,14,,
CUST00950,2024-04-28,Standard,599,East,Paid Ads,Churned,6,2024-10-25,Found alternative
CUST00951,2023-08-13,Standard,599,South,Paid Ads,Churned,12,2024-08-07,Found alternative
CUST00952,2024-10-24,Standard,599,West,Social Media,Active,2,,
CUST00953,2024-08-12,Standard,599,South,Referral,Active,4,,
CUST00954,2024-07-24,Basic,299,North,Paid Ads,Active,5,,
CUST00955,2023-11-04,Basic,299,South,Referral,Active,14,,
CUST00956,2023-05-04,Standard,599,North,Organic,Churned,6,2023-10-31,Price too high
CUST00957,2024-02-12,Basic,299,West,Social Media,Churned,5,2024-07-11,Technical issues
CUST00958,2023-09-30,Basic,299,North,Referral,Active,15,,
CUST00959,2024-02-06,Basic,299,South,Organic,Churned,10,2024-12-02,Not using enough
CUST00960,2024-03-29,Premium,999,East,Organic,Active,9,,
CUST00961,2024-03-01,Standard,599,North,Organic,Active,10,,
CUST00962,2023-05-03,Basic,299,East,Referral,Active,20,,
CUST00963,2024-08-31,Standard,599,East,Organic,Active,4,,
CUST00964,2023-01-10,Basic,299,East,Paid Ads,Churned,10,2023-11-06,Not using enough
CUST00965,2024-08-27,Standard,599,West,Organic,Active,4,,
CUST00966,2024-09-01,Basic,299,West,Paid Ads,Active,4,,
CUST00967,2023-09-14,Standard,599,South,Organic,Active,15,,
CUST00968,2024-02-08,Standard,599,West,Paid Ads,Active,10,,
CUST00969,2024-10-06,Basic,299,West,Social Media,Active,2,,
CUST00970,2023-06-06,Premium,999,East,Organic,Churned,15,2024-08-29,Price too high
CUST00971,2024-09-02,Basic,299,West,Referral,Churned,1,2024-10-02,Poor support experience
CUST00972,2023-03-23,Basic,299,East,Organic,Churned,2,2023-05-22,Missing features
CUST00973,2024-07-26,Basic,299,North,Paid Ads,Active,5,,
CUST00974,2023-07-01,Basic,299,West,Paid Ads,Active,18,,
CUST00975,2024-10-07,Standard,599,South,Organic,Active,2,,
CUST00976,2023-12-15,Standard,599,South,Organic,Active,12,,
CUST00977,2024-08-03,Standard,599,North,Organic,Active,5,,
CUST00978,2023-12-05,Standard,599,North,Organic,Churned,3,2024-03-04,Price too high
CUST00979,2024-02-23,Standard,599,South,Referral,Active,10,,
CUST00980,2023-11-12,Standard,599,North,Paid Ads,Churned,3,2024-02-10,Not using enough
CUST00981,2023-06-25,Basic,299,East,Social Media,Churned,7,2024-01-21,Found alternative
CUST00982,2023-07-28,Premium,999,North,Referral,Active,17,,
CUST00983,2024-09-07,Basic,299,North,Referral,Active,3,,
CUST00984,2023-02-23,Basic,299,South,Paid Ads,Churned,6,2023-08-22,Price too high
CUST00985,2024-03-21,Premium,999,West,Paid Ads,Active,9,,
CUST00986,2023-06-24,Basic,299,West,Referral,Churned,2,2023-08-23,Not using enough
CUST00987,2024-09-29,Premium,999,South,Organic,Active,3,,
CUST00988,2023-09-02,Standard,599,West,Paid Ads,Churned,6,2024-02-29,Technical issues
CUST00989,2023-06-25,Standard,599,South,Paid Ads,Churned,11,2024-05-20,Found alternative
CUST00990,2023-01-02,Standard,599,South,Organic,Active,24,,
CUST00991,2023-05-04,Basic,299,East,Organic,Churned,11,2024-03-29,Poor support experience
CUST00992,2024-09-09,Basic,299,North,Paid Ads,Active,3,,
CUST00993,2023-10-07,Standard,599,South,Paid Ads,Active,15,,
CUST00994,2024-05-09,Basic,299,East,Paid Ads,Active,7,,
CUST00995,2023-03-13,Standard,599,West,Organic,Active,21,,
CUST00996,2023-09-22,Standard,599,North,Social Media,Churned,8,2024-05-19,Poor support experience
CUST00997,2023-06-13,Standard,599,West,Paid Ads,Churned,2,2023-08-12,Technical issues
CUST00998,2023-10-25,Basic,299,East,Social Media,Churned,11,2024-09-19,Missing features
CUST00999,2024-11-11,Standard,599,South,Referral,Active,1,,
CUST01000,2024-03-26,Basic,299,West,Paid Ads,Active,9,,
CUST01001,2024-03-06,Basic,299,North,Social Media,Churned,7,2024-10-02,Found alternative
CUST01002,2023-03-03,Standard,599,North,Social Media,Churned,5,2023-07-31,Technical issues
CUST01003,2024-05-13,Basic,299,South,Referral,Churned,5,2024-10-10,Not using enough
CUST01004,2024-04-09,Premium,999,South,Paid Ads,Active,8,,
CUST01005,2024-06-08,Basic,299,North,Organic,Active,6,,
CUST01006,2024-10-31,Premium,999,South,Paid Ads,Active,2,,
CUST01007,2024-02-11,Basic,299,East,Organic,Churned,10,2024-12-07,Price too high
CUST01008,2023-09-01,Basic,299,East,Organic,Churned,11,2024-07-27,Not using enough
CUST01009,2023-08-25,Basic,299,South,Organic,Churned,3,2023-11-23,Not using enough
CUST01010,2024-06-15,Basic,299,North,Paid Ads,Active,6,,
CUST01011,2024-08-04,Basic,299,East,Paid Ads,Active,4,,
CUST01012,2024-07-03,Basic,299,West,Organic,Active,6,,
CUST01013,2023-01-01,Basic,299,East,Paid Ads,Churned,3,2023-04-01,Missing features
CUST01014,2023-05-27,Standard,599,North,Organic,Active,19,,
CUST01015,2023-04-17,Basic,299,West,Organic,Churned,9,2024-01-12,Missing features
CUST01016,2023-03-29,Standard,599,South,Referral,Churned,1,2023-04-28,Not using enough
CUST01017,2023-02-02,Standard,599,North,Paid Ads,Churned,9,2023-10-30,Missing features
CUST01018,2024-06-21,Premium,999,South,Referral,Active,6,,
CUST01019,2023-09-22,Standard,599,West,Paid Ads,Active,15,,
CUST01020,2024-02-03,Basic,299,West,Paid Ads,Churned,7,2024-08-31,Price too high
CUST01021,2023-06-25,Standard,599,North,Social Media,Active,18,,
CUST01022,2024-02-20,Basic,299,South,Organic,Active,10,,
CUST01023,2024-03-03,Basic,299,South,Referral,Active,10,,
CUST01024,2024-09-11,Basic,299,South,Paid Ads,Active,3,,
CUST01025,2023-02-07,Premium,999,East,Organic,Active,23,,
CUST01026,2023-05-07,Premium,999,South,Organic,Churned,20,2024-12-27,Price too high
CUST01027,2023-10-23,Basic,299,South,Paid Ads,Active,14,,
CUST01028,2023-03-07,Basic,299,South,Organic,Churned,5,2023-08-04,Poor support experience
CUST01029,2024-02-28,Premium,999,North,Organic,Active,10,,
CUST01030,2023-09-28,Standard,599,East,Social Media,Active,15,,
CUST01031,2023-07-08,Standard,599,West,Organic,Churned,16,2024-10-30,Not using enough
CUST01032,2023-10-12,Standard,599,South,Social Media,Churned,4,2024-02-09,Price too high
CUST01033,2023-03-06,Basic,299,North,Referral,Active,22,,
CUST01034,2024-08-30,Standard,599,North,Paid Ads,Active,4,,
CUST01035,2024-07-17,Basic,299,East,Organic,Churned,3,2024-10-15,Missing features
CUST01036,2023-04-10,Standard,599,South,Organic,Churned,20,2024-11-30,Poor support experience
CUST01037,2023-06-03,Premium,999,South,Paid Ads,Churned,17,2024-10-25,Price too high
CUST01038,2024-08-30,Standard,599,North,Referral,Active,4,,
CUST01039,2024-04-20,Basic,299,North,Social Media,Churned,8,2024-12-16,Poor support experience
CUST01040,2024-10-19,Standard,599,South,Referral,Churned,1,2024-11-18,Price too high
CUST01041,2023-09-12,Premium,999,East,Referral,Active,15,,
CUST01042,2024-02-11,Basic,299,South,Organic,Churned,6,2024-08-09,Poor support experience
CUST01043,2024-03-03,Basic,299,North,Paid Ads,Churned,6,2024-08-30,Price too high
CUST01044,2024-11-29,Standard,599,West,Referral,Active,1,,
CUST01045,2023-01-17,Basic,299,South,Organic,Churned,9,2023-10-14,Found alternative
CUST01046,2023-03-16,Premium,999,North,Social Media,Churned,1,2023-04-15,Found alternative
CUST01047,2023-08-18,Standard,599,North,Referral,Active,16,,
CUST01048,2023-06-08,Premium,999,South,Organic,Active,19,,
CUST01049,2023-01-02,Basic,299,North,Paid Ads,Churned,7,2023-07-31,Price too high
CUST01050,2024-02-11,Standard,599,West,Referral,Active,10,,
CUST01051,2023-06-21,Basic,299,South,Paid Ads,Churned,2,2023-08-20,Poor support experience
CUST01052,2024-09-30,Basic,299,South,Paid Ads,Active,3,,
CUST01053,2024-08-26,Basic,299,South,Paid Ads,Active,4,,
CUST01054,2023-01-08,Standard,599,West,Paid Ads,Churned,11,2023-12-04,Price too high
CUST01055,2024-01-24,Premium,999,West,Referral,Active,11,,
CUST01056,2023-07-22,Standard,599,West,Organic,Churned,8,2024-03-18,Missing features
CUST01057,2023-09-10,Basic,299,North,Paid Ads,Churned,4,2024-01-08,Missing features
CUST01058,2024-02-02,Standard,599,East,Paid Ads,Churned,1,2024-03-03,Found alternative
CUST01059,2023-02-28,Premium,999,North,Organic,Active,22,,
CUST01060,2024-11-21,Premium,999,West,Referral,Active,1,,
CUST01061,2023-11-05,Basic,299,North,Organic,Churned,9,2024-08-01,Price too high
CUST01062,2023-04-03,Standard,599,North,Paid Ads,Churned,2,2023-06-02,Price too high
CUST01063,2024-02-16,Basic,299,West,Referral,Churned,8,2024-10-13,Found alternative
CUST01064,2024-11-20,Premium,999,East,Organic,Active,1,,
CUST01065,2024-03-30,Premium,999,West,Paid Ads,Active,9,,
CUST01066,2023-09-24,Basic,299,North,Organic,Active,15,,
CUST01067,2024-01-31,Basic,299,East,Organic,Churned,11,2024-12-26,Price too high
CUST01068,2023-03-17,Basic,299,West,Social Media,Churned,7,2023-10-13,Poor support experience
CUST01069,2024-11-23,Premium,999,North,Paid Ads,Active,1,,
CUST01070,2024-05-17,Standard,599,East,Organic,Churned,7,2024-12-13,Not using enough
CUST01071,2024-09-13,Standard,599,South,Organic,Active,3,,
CUST01072,2024-01-31,Standard,599,East,Paid Ads,Active,11,,
CUST01073,2024-03-14,Premium,999,South,Social Media,Churned,5,2024-08-11,Found alternative
CUST01074,2023-09-21,Premium,999,East,Organic,Churned,1,2023-10-21,Poor support experience
CUST01075,2023-04-02,Standard,599,West,Organic,Churned,11,2024-02-26,Missing features
CUST01076,2023-09-07,Premium,999,South,Social Media,Active,16,,
CUST01077,2024-01-21,Standard,599,South,Paid Ads,Churned,2,2024-03-21,Missing features
CUST01078,2023-08-05,Standard,599,South,Paid Ads,Churned,2,2023-10-04,Technical issues
CUST01079,2023-10-11,Standard,599,South,Organic,Churned,11,2024-09-05,Missing features
CUST01080,2023-12-10,Basic,299,North,Referral,Active,12,,
CUST01081,2023-03-17,Basic,299,South,Organic,Churned,10,2024-01-11,Not using enough
CUST01082,2024-07-03,Basic,299,West,Paid Ads,Churned,2,2024-09-01,Found alternative
CUST01083,2023-06-22,Basic,299,East,Paid Ads,Churned,4,2023-10-20,Price too high
CUST01084,2023-03-10,Basic,299,South,Paid Ads,Churned,6,2023-09-06,Missing features
CUST01085,2024-04-09,Standard,599,North,Organic,Active,8,,
CUST01086,2023-01-09,Standard,599,North,Organic,Churned,22,2024-10-30,Missing features
CUST01087,2023-09-05,Premium,999,East,Referral,Active,16,,
